Datetime,Time[S],Volt[V],Current[A],Power[W]
2026-04-16T22:24:50.231378,253.0,05.1144,1.19269,06.0946
2026-04-16T22:24:51.211166,254.0,05.1106,1.25131,06.3941
2026-04-16T22:24:52.233290,255.0,05.1092,1.01762,05.1898
2026-04-16T22:24:53.210826,256.0,05.1080,1.18370,06.0368
2026-04-16T22:24:54.234025,257.0,05.1086,1.07865,05.5011
2026-04-16T22:24:55.209256,258.0,05.1076,1.34363,06.8525
2026-04-16T22:24:56.230599,259.0,05.1087,0.77198,03.9370
2026-04-16T22:24:57.205938,260.0,05.1086,1.31954,06.7296
2026-04-16T22:24:58.229733,261.0,05.0995,1.30825,06.6589
2026-04-16T22:24:59.204439,262.0,05.1080,1.01209,05.1616
2026-04-16T22:25:00.225938,263.0,05.1131,1.09479,05.5943
2026-04-16T22:25:01.201649,264.0,05.1088,1.23474,06.2971
2026-04-16T22:25:02.225584,265.0,05.1101,1.38826,07.0940
2026-04-16T22:25:03.203912,266.0,05.1044,1.41948,07.2393
2026-04-16T22:25:04.226087,267.0,05.0978,1.30226,06.6285
2026-04-16T22:25:05.201028,268.0,05.1086,0.77443,03.9495
2026-04-16T22:25:06.221999,269.0,05.1119,1.14099,05.8304
2026-04-16T22:25:07.203176,270.0,05.1142,1.14270,05.8391
2026-04-16T22:25:08.227319,271.0,05.1069,1.12919,05.7588
2026-04-16T22:25:09.206398,272.0,05.1102,1.11470,05.6961
2026-04-16T22:25:10.228770,273.0,05.1078,1.10893,05.6555
2026-04-16T22:25:11.207113,274.0,05.1104,1.38638,07.0844
2026-04-16T22:25:12.231438,275.0,05.1151,1.13831,05.8167
2026-04-16T22:25:13.212342,276.0,05.1089,0.77166,03.9354
2026-04-16T22:25:14.235209,277.0,05.1100,1.01349,05.1789
2026-04-16T22:25:15.214528,278.0,05.1098,1.16428,05.9378
2026-04-16T22:25:16.239392,279.0,05.1097,1.11257,05.6741
2026-04-16T22:25:17.217604,280.0,05.1083,1.17599,05.9975
2026-04-16T22:25:18.242827,281.0,05.1128,1.11548,05.7001
2026-04-16T22:25:19.221461,282.0,05.1128,1.04267,05.3280
2026-04-16T22:25:20.205498,283.0,05.1044,1.14138,05.8210
2026-04-16T22:25:21.228888,284.0,05.1141,0.89869,04.5923
2026-04-16T22:25:22.204813,285.0,05.1070,1.02641,05.2346
2026-04-16T22:25:23.230415,286.0,05.1128,1.06299,05.4318
2026-04-16T22:25:24.210698,287.0,05.1048,1.06527,05.4328
2026-04-16T22:25:25.236155,288.0,05.1098,1.07461,05.4805
2026-04-16T22:25:26.211987,289.0,05.1078,1.17877,06.0117
2026-04-16T22:25:27.235144,290.0,05.1033,1.08666,05.5419
2026-04-16T22:25:28.214145,291.0,05.1082,1.60416,08.1812
2026-04-16T22:25:29.237210,292.0,05.0925,1.23020,06.2617
2026-04-16T22:25:30.212833,293.0,05.1082,0.76690,03.9111
2026-04-16T22:25:31.235542,294.0,05.1089,1.09267,05.5726
2026-04-16T22:25:32.212558,295.0,05.1073,1.13037,05.7648
2026-04-16T22:25:33.235605,296.0,05.1092,1.11208,05.6716
2026-04-16T22:25:34.210581,297.0,05.1067,1.02412,05.2230
2026-04-16T22:25:35.231399,298.0,05.0989,1.27432,06.4862
2026-04-16T22:25:36.208963,299.0,05.1130,1.09865,05.6141
2026-04-16T22:25:37.234314,300.0,05.1144,1.34684,06.8823
2026-04-16T22:25:38.213184,301.0,05.1141,0.77365,03.9533
2026-04-16T22:25:39.236311,302.0,05.1051,1.14283,05.8284
2026-04-16T22:25:40.215227,303.0,05.1102,1.19799,06.1217
2026-04-16T22:25:41.238019,304.0,05.1048,1.20185,06.1294
2026-04-16T22:25:42.216125,305.0,05.1156,1.33259,06.8095
2026-04-16T22:25:43.240751,306.0,05.1162,1.05259,05.3787
2026-04-16T22:25:44.219625,307.0,05.1130,1.18319,06.0461
2026-04-16T22:25:45.243810,308.0,05.1103,1.42496,07.2815
2026-04-16T22:25:46.220551,309.0,05.0994,1.28049,06.5176
2026-04-16T22:25:47.244740,310.0,05.1091,0.76862,03.9199
2026-04-16T22:25:48.223041,311.0,05.1101,0.99063,05.0621
2026-04-16T22:25:49.245427,312.0,05.1139,0.98406,05.0285
2026-04-16T22:25:50.223284,313.0,05.1103,1.05295,05.3805
2026-04-16T22:25:51.200687,314.0,05.1104,1.16838,05.9704
2026-04-16T22:25:52.223452,315.0,05.1098,1.07937,05.5047
2026-04-16T22:25:53.200324,316.0,05.1069,1.51115,07.7068
2026-04-16T22:25:54.222537,317.0,05.1006,1.22050,06.2245
2026-04-16T22:25:55.244212,318.0,05.1100,0.70483,03.6016
2026-04-16T22:25:56.219294,319.0,05.1067,1.14891,05.8594
2026-04-16T22:25:57.243206,320.0,05.1017,1.13913,05.8095
2026-04-16T22:25:58.221751,321.0,05.1059,1.14203,05.8243
2026-04-16T22:25:59.244515,322.0,05.1087,1.15508,05.8909
2026-04-16T22:26:00.220544,323.0,05.1108,1.15251,05.8893
2026-04-16T22:26:01.242496,324.0,05.1106,1.08492,05.5439
2026-04-16T22:26:02.218911,325.0,05.1084,1.20919,06.1668
2026-04-16T22:26:03.242445,326.0,05.1141,0.96230,04.9173
2026-04-16T22:26:04.218566,327.0,05.1208,0.90588,04.6381
2026-04-16T22:26:05.243409,328.0,05.1080,1.15078,05.8689
2026-04-16T22:26:06.218875,329.0,05.1069,1.19792,06.1093
2026-04-16T22:26:07.242094,330.0,05.1116,1.27940,06.5377
2026-04-16T22:26:08.218966,331.0,05.1042,1.13215,05.7739
2026-04-16T22:26:09.241459,332.0,05.1158,1.19938,06.1288
2026-04-16T22:26:10.217827,333.0,05.0953,1.65390,08.4183
2026-04-16T22:26:11.241157,334.0,05.1098,1.42277,07.2561
2026-04-16T22:26:12.218950,335.0,05.1081,0.77040,03.9290
2026-04-16T22:26:13.247945,336.0,05.1101,1.08845,05.5619
2026-04-16T22:26:14.229205,337.0,05.1066,1.12168,05.7205
2026-04-16T22:26:15.209284,338.0,05.1086,1.04545,05.3317
2026-04-16T22:26:16.231375,339.0,05.1031,1.01752,05.1893
2026-04-16T22:26:17.212761,340.0,05.1092,1.03893,05.2985
2026-04-16T22:26:18.236348,341.0,05.1011,1.18056,06.0208
2026-04-16T22:26:19.212398,342.0,05.1114,1.14762,05.8643
2026-04-16T22:26:20.237881,343.0,05.1091,0.77302,03.9424
2026-04-16T22:26:21.215969,344.0,05.1051,1.13751,05.8013
2026-04-16T22:26:22.241679,345.0,05.1144,1.17189,05.9883
2026-04-16T22:26:23.221521,346.0,05.1041,1.06737,05.4435
2026-04-16T22:26:24.248088,347.0,05.1184,1.22254,06.2471
2026-04-16T22:26:25.223500,348.0,05.1030,1.07924,05.5041
2026-04-16T22:26:26.248903,349.0,05.0998,1.17978,06.0050
2026-04-16T22:26:27.226803,350.0,05.1126,1.36744,06.9876
2026-04-16T22:26:28.204042,351.0,05.1067,1.13511,05.7890
2026-04-16T22:26:29.227485,352.0,05.1080,0.81998,04.1818
2026-04-16T22:26:30.205130,353.0,05.1076,1.08155,05.5159
2026-04-16T22:26:31.225290,354.0,05.1076,0.93835,04.7855
